commodity,commodity_type,price,market,state,district,date
Green Apple,Fruits,173.87,Local Market,National Average,All,2025-05-10
Green Apple,Fruits,143.88,Wholesale Market,National Average,All,2025-05-10
Green Apple,Fruits,159.09,Government Market,National Average,All,2025-05-10
Green Apple,Fruits,176.61,Local Market,National Average,All,2025-05-09
Green Apple,Fruits,146.92,Wholesale Market,National Average,All,2025-05-09
Green Apple,Fruits,160.83,Government Market,National Average,All,2025-05-09
Green Apple,Fruits,179.14,Local Market,National Average,All,2025-05-08
Green Apple,Fruits,143.55,Wholesale Market,National Average,All,2025-05-08
Green Apple,Fruits,161.75,Government Market,National Average,All,2025-05-08
Green Apple,Fruits,172.07,Local Market,National Average,All,2025-05-07
Green Apple,Fruits,144.28,Wholesale Market,National Average,All,2025-05-07
Green Apple,Fruits,158.66,Government Market,National Average,All,2025-05-07
Green Apple,Fruits,181.18,Local Market,National Average,All,2025-05-06
Green Apple,Fruits,146.41,Wholesale Market,National Average,All,2025-05-06
Green Apple,Fruits,162.02,Government Market,National Average,All,2025-05-06
Green Apple,Fruits,187.33,Local Market,National Average,All,2025-05-05
Green Apple,Fruits,149.85,Wholesale Market,National Average,All,2025-05-05
Green Apple,Fruits,168.97,Government Market,National Average,All,2025-05-05
Banana,Fruits,65.38,Local Market,National Average,All,2025-07-03
Banana,Fruits,52.82,Wholesale Market,National Average,All,2025-07-03
Banana,Fruits,59.44,Government Market,National Average,All,2025-07-03
Banana,Fruits,67.68,Local Market,National Average,All,2025-07-02
Banana,Fruits,55.82,Wholesale Market,National Average,All,2025-07-02
Banana,Fruits,62.66,Government Market,National Average,All,2025-07-02
Banana,Fruits,69.7,Local Market,National Average,All,2025-07-01
Banana,Fruits,55.94,Wholesale Market,National Average,All,2025-07-01
Banana,Fruits,64.42,Government Market,National Average,All,2025-07-01
Banana,Fruits,70.97,Local Market,National Average,All,2025-06-30
Banana,Fruits,58.18,Wholesale Market,National Average,All,2025-06-30
Banana,Fruits,65.57,Government Market,National Average,All,2025-06-30
Banana,Fruits,72.67,Local Market,National Average,All,2025-06-29
Banana,Fruits,59.97,Wholesale Market,National Average,All,2025-06-29
Banana,Fruits,66.01,Government Market,National Average,All,2025-06-29
Banana,Fruits,70.14,Local Market,National Average,All,2025-06-28
Banana,Fruits,58.47,Wholesale Market,National Average,All,2025-06-28
Banana,Fruits,65.58,Government Market,National Average,All,2025-06-28
Banana,Fruits,73.37,Local Market,National Average,All,2025-06-27
Banana,Fruits,61.2,Wholesale Market,National Average,All,2025-06-27
Banana,Fruits,65.76,Government Market,National Average,All,2025-06-27
Banana,Fruits,74.09,Local Market,National Average,All,2025-06-26
Banana,Fruits,61.11,Wholesale Market,National Average,All,2025-06-26
Banana,Fruits,68.29,Government Market,National Average,All,2025-06-26
Banana,Fruits,74.91,Local Market,National Average,All,2025-06-25
Banana,Fruits,62.1,Wholesale Market,National Average,All,2025-06-25
Banana,Fruits,67.46,Government Market,National Average,All,2025-06-25
Banana,Fruits,74.38,Local Market,National Average,All,2025-06-24
Banana,Fruits,62.16,Wholesale Market,National Average,All,2025-06-24
Banana,Fruits,67.55,Government Market,National Average,All,2025-06-24
Banana,Fruits,75.8,Local Market,National Average,All,2025-06-23
Banana,Fruits,61.42,Wholesale Market,National Average,All,2025-06-23
Banana,Fruits,67.67,Government Market,National Average,All,2025-06-23
Banana,Fruits,70.15,Local Market,National Average,All,2025-06-22
Banana,Fruits,58.03,Wholesale Market,National Average,All,2025-06-22
Banana,Fruits,63.01,Government Market,National Average,All,2025-06-22
Banana,Fruits,70.46,Local Market,National Average,All,2025-06-21
Banana,Fruits,57.17,Wholesale Market,National Average,All,2025-06-21
Banana,Fruits,63.62,Government Market,National Average,All,2025-06-21
Banana,Fruits,73.65,Local Market,National Average,All,2025-06-20
Banana,Fruits,58.89,Wholesale Market,National Average,All,2025-06-20
Banana,Fruits,66.21,Government Market,National Average,All,2025-06-20
Banana,Fruits,68.0,Local Market,National Average,All,2025-06-19
Banana,Fruits,55.75,Wholesale Market,National Average,All,2025-06-19
Banana,Fruits,61.31,Government Market,National Average,All,2025-06-19
Banana,Fruits,65.08,Local Market,National Average,All,2025-06-18
Banana,Fruits,54.09,Wholesale Market,National Average,All,2025-06-18
Banana,Fruits,59.83,Government Market,National Average,All,2025-06-18
Banana,Fruits,67.75,Local Market,National Average,All,2025-06-17
Banana,Fruits,55.32,Wholesale Market,National Average,All,2025-06-17
Banana,Fruits,61.39,Government Market,National Average,All,2025-06-17
Banana,Fruits,64.12,Local Market,National Average,All,2025-06-16
Banana,Fruits,52.47,Wholesale Market,National Average,All,2025-06-16
Banana,Fruits,58.34,Government Market,National Average,All,2025-06-16
Banana,Fruits,64.58,Local Market,National Average,All,2025-06-15
Banana,Fruits,53.28,Wholesale Market,National Average,All,2025-06-15
Banana,Fruits,59.12,Government Market,National Average,All,2025-06-15
Banana,Fruits,64.56,Local Market,National Average,All,2025-06-14
Banana,Fruits,54.26,Wholesale Market,National Average,All,2025-06-14
Banana,Fruits,59.15,Government Market,National Average,All,2025-06-14
Banana,Fruits,63.25,Local Market,National Average,All,2025-06-13
Banana,Fruits,51.55,Wholesale Market,National Average,All,2025-06-13
Banana,Fruits,57.6,Government Market,National Average,All,2025-06-13
Banana,Fruits,63.4,Local Market,National Average,All,2025-06-12
Banana,Fruits,52.48,Wholesale Market,National Average,All,2025-06-12
Banana,Fruits,57.88,Government Market,National Average,All,2025-06-12
Banana,Fruits,61.51,Local Market,National Average,All,2025-06-11
Banana,Fruits,50.68,Wholesale Market,National Average,All,2025-06-11
Banana,Fruits,57.08,Government Market,National Average,All,2025-06-11
Banana,Fruits,63.49,Local Market,National Average,All,2025-06-10
Banana,Fruits,51.57,Wholesale Market,National Average,All,2025-06-10
Banana,Fruits,57.33,Government Market,National Average,All,2025-06-10
Banana,Fruits,64.06,Local Market,National Average,All,2025-06-09
Banana,Fruits,52.69,Wholesale Market,National Average,All,2025-06-09
Banana,Fruits,58.17,Government Market,National Average,All,2025-06-09
Banana,Fruits,66.16,Local Market,National Average,All,2025-06-08
Banana,Fruits,55.13,Wholesale Market,National Average,All,2025-06-08
Banana,Fruits,61.45,Government Market,National Average,All,2025-06-08
Banana,Fruits,65.74,Local Market,National Average,All,2025-06-07
Banana,Fruits,54.96,Wholesale Market,National Average,All,2025-06-07
Banana,Fruits,59.58,Government Market,National Average,All,2025-06-07
Banana,Fruits,69.3,Local Market,National Average,All,2025-06-06
Banana,Fruits,56.89,Wholesale Market,National Average,All,2025-06-06
Banana,Fruits,63.52,Government Market,National Average,All,2025-06-06
Banana,Fruits,65.93,Local Market,National Average,All,2025-06-05
Banana,Fruits,54.36,Wholesale Market,National Average,All,2025-06-05
Banana,Fruits,60.59,Government Market,National Average,All,2025-06-05
Banana,Fruits,69.01,Local Market,National Average,All,2025-06-04
Banana,Fruits,56.43,Wholesale Market,National Average,All,2025-06-04
Banana,Fruits,63.13,Government Market,National Average,All,2025-06-04
Banana,Fruits,73.15,Local Market,National Average,All,2025-06-03
Banana,Fruits,59.09,Wholesale Market,National Average,All,2025-06-03
Banana,Fruits,66.28,Government Market,National Average,All,2025-06-03
Banana,Fruits,72.66,Local Market,National Average,All,2025-06-02
Banana,Fruits,58.66,Wholesale Market,National Average,All,2025-06-02
Banana,Fruits,66.07,Government Market,National Average,All,2025-06-02
Banana,Fruits,74.17,Local Market,National Average,All,2025-06-01
Banana,Fruits,60.5,Wholesale Market,National Average,All,2025-06-01
Banana,Fruits,65.85,Government Market,National Average,All,2025-06-01
Banana,Fruits,76.37,Local Market,National Average,All,2025-05-31
Banana,Fruits,62.2,Wholesale Market,National Average,All,2025-05-31
Banana,Fruits,69.87,Government Market,National Average,All,2025-05-31
Banana,Fruits,76.7,Local Market,National Average,All,2025-05-30
Banana,Fruits,64.08,Wholesale Market,National Average,All,2025-05-30
Banana,Fruits,70.73,Government Market,National Average,All,2025-05-30
Banana,Fruits,79.53,Local Market,National Average,All,2025-05-29
Banana,Fruits,62.94,Wholesale Market,National Average,All,2025-05-29
Banana,Fruits,72.05,Government Market,National Average,All,2025-05-29
Banana,Fruits,75.97,Local Market,National Average,All,2025-05-28
Banana,Fruits,62.11,Wholesale Market,National Average,All,2025-05-28
Banana,Fruits,69.28,Government Market,National Average,All,2025-05-28
Banana,Fruits,77.36,Local Market,National Average,All,2025-05-27
Banana,Fruits,63.47,Wholesale Market,National Average,All,2025-05-27
Banana,Fruits,70.54,Government Market,National Average,All,2025-05-27
Banana,Fruits,78.79,Local Market,National Average,All,2025-05-26
Banana,Fruits,66.36,Wholesale Market,National Average,All,2025-05-26
Banana,Fruits,72.37,Government Market,National Average,All,2025-05-26
Banana,Fruits,79.39,Local Market,National Average,All,2025-05-25
Banana,Fruits,64.03,Wholesale Market,National Average,All,2025-05-25
Banana,Fruits,71.38,Government Market,National Average,All,2025-05-25
Banana,Fruits,81.01,Local Market,National Average,All,2025-05-24
Banana,Fruits,65.06,Wholesale Market,National Average,All,2025-05-24
Banana,Fruits,72.09,Government Market,National Average,All,2025-05-24
Banana,Fruits,77.24,Local Market,National Average,All,2025-05-23
Banana,Fruits,62.48,Wholesale Market,National Average,All,2025-05-23
Banana,Fruits,68.67,Government Market,National Average,All,2025-05-23
Banana,Fruits,73.3,Local Market,National Average,All,2025-05-22
Banana,Fruits,59.94,Wholesale Market,National Average,All,2025-05-22
Banana,Fruits,67.4,Government Market,National Average,All,2025-05-22
Banana,Fruits,74.45,Local Market,National Average,All,2025-05-21
Banana,Fruits,61.98,Wholesale Market,National Average,All,2025-05-21
Banana,Fruits,68.99,Government Market,National Average,All,2025-05-21
Banana,Fruits,72.2,Local Market,National Average,All,2025-05-20
Banana,Fruits,58.02,Wholesale Market,National Average,All,2025-05-20
Banana,Fruits,64.69,Government Market,National Average,All,2025-05-20
Banana,Fruits,70.05,Local Market,National Average,All,2025-05-19
Banana,Fruits,55.78,Wholesale Market,National Average,All,2025-05-19
Banana,Fruits,62.64,Government Market,National Average,All,2025-05-19
Banana,Fruits,71.88,Local Market,National Average,All,2025-05-18
Banana,Fruits,58.78,Wholesale Market,National Average,All,2025-05-18
Banana,Fruits,64.52,Government Market,National Average,All,2025-05-18
Banana,Fruits,70.6,Local Market,National Average,All,2025-05-17
Banana,Fruits,58.0,Wholesale Market,National Average,All,2025-05-17
Banana,Fruits,63.57,Government Market,National Average,All,2025-05-17
Banana,Fruits,67.67,Local Market,National Average,All,2025-05-16
Banana,Fruits,55.77,Wholesale Market,National Average,All,2025-05-16
Banana,Fruits,63.46,Government Market,National Average,All,2025-05-16
Banana,Fruits,67.03,Local Market,National Average,All,2025-05-15
Banana,Fruits,55.59,Wholesale Market,National Average,All,2025-05-15
Banana,Fruits,62.29,Government Market,National Average,All,2025-05-15
Banana,Fruits,68.64,Local Market,National Average,All,2025-05-14
Banana,Fruits,56.45,Wholesale Market,National Average,All,2025-05-14
Banana,Fruits,62.84,Government Market,National Average,All,2025-05-14
Banana,Fruits,67.57,Local Market,National Average,All,2025-05-13
Banana,Fruits,55.04,Wholesale Market,National Average,All,2025-05-13
Banana,Fruits,60.76,Government Market,National Average,All,2025-05-13
Banana,Fruits,67.67,Local Market,National Average,All,2025-05-12
Banana,Fruits,56.18,Wholesale Market,National Average,All,2025-05-12
Banana,Fruits,60.45,Government Market,National Average,All,2025-05-12
Banana,Fruits,66.56,Local Market,National Average,All,2025-05-11
Banana,Fruits,55.86,Wholesale Market,National Average,All,2025-05-11
Banana,Fruits,60.73,Government Market,National Average,All,2025-05-11
Banana,Fruits,72.06,Local Market,National Average,All,2025-05-10
Banana,Fruits,59.62,Wholesale Market,National Average,All,2025-05-10
Banana,Fruits,64.11,Government Market,National Average,All,2025-05-10
Banana,Fruits,71.17,Local Market,National Average,All,2025-05-09
Banana,Fruits,58.1,Wholesale Market,National Average,All,2025-05-09
Banana,Fruits,63.95,Government Market,National Average,All,2025-05-09
Banana,Fruits,70.84,Local Market,National Average,All,2025-05-08
Banana,Fruits,57.38,Wholesale Market,National Average,All,2025-05-08
Banana,Fruits,64.5,Government Market,National Average,All,2025-05-08
Banana,Fruits,74.05,Local Market,National Average,All,2025-05-07
Banana,Fruits,61.08,Wholesale Market,National Average,All,2025-05-07
Banana,Fruits,66.91,Government Market,National Average,All,2025-05-07
Banana,Fruits,74.2,Local Market,National Average,All,2025-05-06
Banana,Fruits,60.69,Wholesale Market,National Average,All,2025-05-06
Banana,Fruits,67.59,Government Market,National Average,All,2025-05-06
Banana,Fruits,77.18,Local Market,National Average,All,2025-05-05
Banana,Fruits,63.1,Wholesale Market,National Average,All,2025-05-05
Banana,Fruits,69.98,Government Market,National Average,All,2025-05-05
Orange,Fruits,114.19,Local Market,National Average,All,2025-07-03
Orange,Fruits,94.1,Wholesale Market,National Average,All,2025-07-03
Orange,Fruits,103.45,Government Market,National Average,All,2025-07-03
Orange,Fruits,110.09,Local Market,National Average,All,2025-07-02
Orange,Fruits,91.38,Wholesale Market,National Average,All,2025-07-02
Orange,Fruits,100.36,Government Market,National Average,All,2025-07-02
Orange,Fruits,115.78,Local Market,National Average,All,2025-07-01
Orange,Fruits,94.34,Wholesale Market,National Average,All,2025-07-01
Orange,Fruits,107.06,Government Market,National Average,All,2025-07-01
Orange,Fruits,112.09,Local Market,National Average,All,2025-06-30
Orange,Fruits,93.26,Wholesale Market,National Average,All,2025-06-30
Orange,Fruits,104.02,Government Market,National Average,All,2025-06-30
Orange,Fruits,117.17,Local Market,National Average,All,2025-06-29
Orange,Fruits,96.63,Wholesale Market,National Average,All,2025-06-29
Orange,Fruits,108.17,Government Market,National Average,All,2025-06-29
Orange,Fruits,113.79,Local Market,National Average,All,2025-06-28
Orange,Fruits,94.75,Wholesale Market,National Average,All,2025-06-28
Orange,Fruits,105.39,Government Market,National Average,All,2025-06-28
Orange,Fruits,115.52,Local Market,National Average,All,2025-06-27
Orange,Fruits,95.81,Wholesale Market,National Average,All,2025-06-27
Orange,Fruits,103.85,Government Market,National Average,All,2025-06-27
Orange,Fruits,120.45,Local Market,National Average,All,2025-06-26
Orange,Fruits,97.41,Wholesale Market,National Average,All,2025-06-26
Orange,Fruits,109.39,Government Market,National Average,All,2025-06-26
Orange,Fruits,119.04,Local Market,National Average,All,2025-06-25
Orange,Fruits,96.51,Wholesale Market,National Average,All,2025-06-25
Orange,Fruits,106.18,Government Market,National Average,All,2025-06-25
Orange,Fruits,115.03,Local Market,National Average,All,2025-06-24
Orange,Fruits,93.27,Wholesale Market,National Average,All,2025-06-24
Orange,Fruits,105.52,Government Market,National Average,All,2025-06-24
Orange,Fruits,121.15,Local Market,National Average,All,2025-06-23
Orange,Fruits,98.98,Wholesale Market,National Average,All,2025-06-23
Orange,Fruits,112.15,Government Market,National Average,All,2025-06-23
Orange,Fruits,111.43,Local Market,National Average,All,2025-06-22
Orange,Fruits,92.45,Wholesale Market,National Average,All,2025-06-22
Orange,Fruits,102.17,Government Market,National Average,All,2025-06-22
Orange,Fruits,110.92,Local Market,National Average,All,2025-06-21
Orange,Fruits,91.39,Wholesale Market,National Average,All,2025-06-21
Orange,Fruits,101.88,Government Market,National Average,All,2025-06-21
Orange,Fruits,112.11,Local Market,National Average,All,2025-06-20
Orange,Fruits,92.11,Wholesale Market,National Average,All,2025-06-20
Orange,Fruits,102.64,Government Market,National Average,All,2025-06-20
Orange,Fruits,110.9,Local Market,National Average,All,2025-06-19
Orange,Fruits,90.31,Wholesale Market,National Average,All,2025-06-19
Orange,Fruits,98.96,Government Market,National Average,All,2025-06-19
Orange,Fruits,106.13,Local Market,National Average,All,2025-06-18
Orange,Fruits,85.22,Wholesale Market,National Average,All,2025-06-18
Orange,Fruits,96.54,Government Market,National Average,All,2025-06-18
Orange,Fruits,104.96,Local Market,National Average,All,2025-06-17
Orange,Fruits,85.6,Wholesale Market,National Average,All,2025-06-17
Orange,Fruits,94.97,Government Market,National Average,All,2025-06-17
Orange,Fruits,99.58,Local Market,National Average,All,2025-06-16
Orange,Fruits,82.13,Wholesale Market,National Average,All,2025-06-16
Orange,Fruits,92.29,Government Market,National Average,All,2025-06-16
Orange,Fruits,95.26,Local Market,National Average,All,2025-06-15
Orange,Fruits,76.59,Wholesale Market,National Average,All,2025-06-15
Orange,Fruits,85.66,Government Market,National Average,All,2025-06-15
Orange,Fruits,97.59,Local Market,National Average,All,2025-06-14
Orange,Fruits,79.02,Wholesale Market,National Average,All,2025-06-14
Orange,Fruits,88.72,Government Market,National Average,All,2025-06-14
Orange,Fruits,94.26,Local Market,National Average,All,2025-06-13
Orange,Fruits,75.88,Wholesale Market,National Average,All,2025-06-13
Orange,Fruits,85.35,Government Market,National Average,All,2025-06-13
Orange,Fruits,86.51,Local Market,National Average,All,2025-06-12
Orange,Fruits,71.0,Wholesale Market,National Average,All,2025-06-12
Orange,Fruits,78.23,Government Market,National Average,All,2025-06-12
Orange,Fruits,91.0,Local Market,National Average,All,2025-06-11
Orange,Fruits,73.39,Wholesale Market,National Average,All,2025-06-11
Orange,Fruits,81.0,Government Market,National Average,All,2025-06-11
Orange,Fruits,94.25,Local Market,National Average,All,2025-06-10
Orange,Fruits,77.29,Wholesale Market,National Average,All,2025-06-10
Orange,Fruits,86.65,Government Market,National Average,All,2025-06-10
Orange,Fruits,87.76,Local Market,National Average,All,2025-06-09
Orange,Fruits,72.66,Wholesale Market,National Average,All,2025-06-09
Orange,Fruits,81.54,Government Market,National Average,All,2025-06-09
Orange,Fruits,92.35,Local Market,National Average,All,2025-06-08
Orange,Fruits,75.59,Wholesale Market,National Average,All,2025-06-08
Orange,Fruits,84.99,Government Market,National Average,All,2025-06-08
Orange,Fruits,96.48,Local Market,National Average,All,2025-06-07
Orange,Fruits,76.35,Wholesale Market,National Average,All,2025-06-07
Orange,Fruits,86.2,Government Market,National Average,All,2025-06-07
Orange,Fruits,98.22,Local Market,National Average,All,2025-06-06
Orange,Fruits,78.11,Wholesale Market,National Average,All,2025-06-06
Orange,Fruits,89.81,Government Market,National Average,All,2025-06-06
Orange,Fruits,96.26,Local Market,National Average,All,2025-06-05
Orange,Fruits,79.16,Wholesale Market,National Average,All,2025-06-05
Orange,Fruits,89.35,Government Market,National Average,All,2025-06-05
Orange,Fruits,98.09,Local Market,National Average,All,2025-06-04
Orange,Fruits,79.89,Wholesale Market,National Average,All,2025-06-04
Orange,Fruits,88.47,Government Market,National Average,All,2025-06-04
Orange,Fruits,106.88,Local Market,National Average,All,2025-06-03
Orange,Fruits,86.33,Wholesale Market,National Average,All,2025-06-03
Orange,Fruits,96.9,Government Market,National Average,All,2025-06-03
Orange,Fruits,104.31,Local Market,National Average,All,2025-06-02
Orange,Fruits,86.57,Wholesale Market,National Average,All,2025-06-02
Orange,Fruits,93.91,Government Market,National Average,All,2025-06-02
Orange,Fruits,105.02,Local Market,National Average,All,2025-06-01
Orange,Fruits,87.06,Wholesale Market,National Average,All,2025-06-01
Orange,Fruits,97.52,Government Market,National Average,All,2025-06-01
Orange,Fruits,112.07,Local Market,National Average,All,2025-05-31
Orange,Fruits,90.96,Wholesale Market,National Average,All,2025-05-31
Orange,Fruits,102.36,Government Market,National Average,All,2025-05-31
Orange,Fruits,111.3,Local Market,National Average,All,2025-05-30
Orange,Fruits,89.72,Wholesale Market,National Average,All,2025-05-30
Orange,Fruits,100.55,Government Market,National Average,All,2025-05-30
Orange,Fruits,110.77,Local Market,National Average,All,2025-05-29
Orange,Fruits,90.26,Wholesale Market,National Average,All,2025-05-29
Orange,Fruits,100.93,Government Market,National Average,All,2025-05-29
Orange,Fruits,114.31,Local Market,National Average,All,2025-05-28
Orange,Fruits,92.81,Wholesale Market,National Average,All,2025-05-28
Orange,Fruits,101.3,Government Market,National Average,All,2025-05-28
Orange,Fruits,106.42,Local Market,National Average,All,2025-05-27
Orange,Fruits,87.22,Wholesale Market,National Average,All,2025-05-27
Orange,Fruits,98.45,Government Market,National Average,All,2025-05-27
Orange,Fruits,112.92,Local Market,National Average,All,2025-05-26
Orange,Fruits,91.7,Wholesale Market,National Average,All,2025-05-26
Orange,Fruits,102.1,Government Market,National Average,All,2025-05-26
Orange,Fruits,110.14,Local Market,National Average,All,2025-05-25
Orange,Fruits,90.15,Wholesale Market,National Average,All,2025-05-25
Orange,Fruits,99.39,Government Market,National Average,All,2025-05-25
Orange,Fruits,110.97,Local Market,National Average,All,2025-05-24
Orange,Fruits,89.34,Wholesale Market,National Average,All,2025-05-24
Orange,Fruits,96.76,Government Market,National Average,All,2025-05-24
Orange,Fruits,107.55,Local Market,National Average,All,2025-05-23
Orange,Fruits,88.69,Wholesale Market,National Average,All,2025-05-23
Orange,Fruits,98.03,Government Market,National Average,All,2025-05-23
Orange,Fruits,105.52,Local Market,National Average,All,2025-05-22
Orange,Fruits,87.23,Wholesale Market,National Average,All,2025-05-22
Orange,Fruits,94.23,Government Market,National Average,All,2025-05-22
Orange,Fruits,98.37,Local Market,National Average,All,2025-05-21
Orange,Fruits,80.63,Wholesale Market,National Average,All,2025-05-21
Orange,Fruits,89.84,Government Market,National Average,All,2025-05-21
Orange,Fruits,96.12,Local Market,National Average,All,2025-05-20
Orange,Fruits,79.58,Wholesale Market,National Average,All,2025-05-20
Orange,Fruits,86.89,Government Market,National Average,All,2025-05-20
Orange,Fruits,94.95,Local Market,National Average,All,2025-05-19
Orange,Fruits,76.92,Wholesale Market,National Average,All,2025-05-19
Orange,Fruits,85.68,Government Market,National Average,All,2025-05-19
Orange,Fruits,92.29,Local Market,National Average,All,2025-05-18
Orange,Fruits,75.83,Wholesale Market,National Average,All,2025-05-18
Orange,Fruits,83.49,Government Market,National Average,All,2025-05-18
Orange,Fruits,94.26,Local Market,National Average,All,2025-05-17
Orange,Fruits,75.54,Wholesale Market,National Average,All,2025-05-17
Orange,Fruits,84.17,Government Market,National Average,All,2025-05-17
Orange,Fruits,93.71,Local Market,National Average,All,2025-05-16
Orange,Fruits,76.44,Wholesale Market,National Average,All,2025-05-16
Orange,Fruits,83.93,Government Market,National Average,All,2025-05-16
Orange,Fruits,88.18,Local Market,National Average,All,2025-05-15
Orange,Fruits,71.34,Wholesale Market,National Average,All,2025-05-15
Orange,Fruits,80.19,Government Market,National Average,All,2025-05-15
Orange,Fruits,87.13,Local Market,National Average,All,2025-05-14
Orange,Fruits,70.77,Wholesale Market,National Average,All,2025-05-14
Orange,Fruits,77.77,Government Market,National Average,All,2025-05-14
Orange,Fruits,85.02,Local Market,National Average,All,2025-05-13
Orange,Fruits,68.33,Wholesale Market,National Average,All,2025-05-13
Orange,Fruits,76.25,Government Market,National Average,All,2025-05-13
Orange,Fruits,88.28,Local Market,National Average,All,2025-05-12
Orange,Fruits,71.67,Wholesale Market,National Average,All,2025-05-12
Orange,Fruits,79.33,Government Market,National Average,All,2025-05-12
Orange,Fruits,85.82,Local Market,National Average,All,2025-05-11
Orange,Fruits,69.64,Wholesale Market,National Average,All,2025-05-11
Orange,Fruits,78.21,Government Market,National Average,All,2025-05-11
Orange,Fruits,83.11,Local Market,National Average,All,2025-05-10
Orange,Fruits,67.01,Wholesale Market,National Average,All,2025-05-10
Orange,Fruits,73.95,Government Market,National Average,All,2025-05-10
Orange,Fruits,86.21,Local Market,National Average,All,2025-05-09
Orange,Fruits,68.31,Wholesale Market,National Average,All,2025-05-09
Orange,Fruits,76.81,Government Market,National Average,All,2025-05-09
Orange,Fruits,87.43,Local Market,National Average,All,2025-05-08
Orange,Fruits,70.3,Wholesale Market,National Average,All,2025-05-08
Orange,Fruits,79.4,Government Market,National Average,All,2025-05-08
Orange,Fruits,91.38,Local Market,National Average,All,2025-05-07
Orange,Fruits,72.84,Wholesale Market,National Average,All,2025-05-07
Orange,Fruits,81.12,Government Market,National Average,All,2025-05-07
Orange,Fruits,94.09,Local Market,National Average,All,2025-05-06
Orange,Fruits,78.12,Wholesale Market,National Average,All,2025-05-06
Orange,Fruits,85.36,Government Market,National Average,All,2025-05-06
Orange,Fruits,91.1,Local Market,National Average,All,2025-05-05
Orange,Fruits,73.13,Wholesale Market,National Average,All,2025-05-05
Orange,Fruits,82.68,Government Market,National Average,All,2025-05-05
Mango,Fruits,205.09,Local Market,National Average,All,2025-07-03
Mango,Fruits,167.33,Wholesale Market,National Average,All,2025-07-03
Mango,Fruits,184.32,Government Market,National Average,All,2025-07-03
Mango,Fruits,203.96,Local Market,National Average,All,2025-07-02
Mango,Fruits,169.17,Wholesale Market,National Average,All,2025-07-02
Mango,Fruits,184.62,Government Market,National Average,All,2025-07-02
Mango,Fruits,208.17,Local Market,National Average,All,2025-07-01
Mango,Fruits,167.07,Wholesale Market,National Average,All,2025-07-01
Mango,Fruits,184.21,Government Market,National Average,All,2025-07-01
Mango,Fruits,203.44,Local Market,National Average,All,2025-06-30
Mango,Fruits,169.11,Wholesale Market,National Average,All,2025-06-30
Mango,Fruits,188.13,Government Market,National Average,All,2025-06-30
Mango,Fruits,223.92,Local Market,National Average,All,2025-06-29
Mango,Fruits,182.07,Wholesale Market,National Average,All,2025-06-29
Mango,Fruits,201.77,Government Market,National Average,All,2025-06-29
Mango,Fruits,221.86,Local Market,National Average,All,2025-06-28
Mango,Fruits,181.56,Wholesale Market,National Average,All,2025-06-28
Mango,Fruits,200.26,Government Market,National Average,All,2025-06-28
Mango,Fruits,221.6,Local Market,National Average,All,2025-06-27
Mango,Fruits,183.22,Wholesale Market,National Average,All,2025-06-27
Mango,Fruits,199.34,Government Market,National Average,All,2025-06-27
Mango,Fruits,220.99,Local Market,National Average,All,2025-06-26
Mango,Fruits,178.33,Wholesale Market,National Average,All,2025-06-26
Mango,Fruits,200.29,Government Market,National Average,All,2025-06-26
Mango,Fruits,221.32,Local Market,National Average,All,2025-06-25
Mango,Fruits,178.47,Wholesale Market,National Average,All,2025-06-25
Mango,Fruits,200.0,Government Market,National Average,All,2025-06-25
Mango,Fruits,226.75,Local Market,National Average,All,2025-06-24
Mango,Fruits,185.23,Wholesale Market,National Average,All,2025-06-24
Mango,Fruits,206.0,Government Market,National Average,All,2025-06-24
Mango,Fruits,220.46,Local Market,National Average,All,2025-06-23
Mango,Fruits,181.78,Wholesale Market,National Average,All,2025-06-23
Mango,Fruits,201.16,Government Market,National Average,All,2025-06-23
Mango,Fruits,217.38,Local Market,National Average,All,2025-06-22
Mango,Fruits,179.75,Wholesale Market,National Average,All,2025-06-22
Mango,Fruits,199.29,Government Market,National Average,All,2025-06-22
Mango,Fruits,218.76,Local Market,National Average,All,2025-06-21
Mango,Fruits,176.89,Wholesale Market,National Average,All,2025-06-21
Mango,Fruits,194.53,Government Market,National Average,All,2025-06-21
Mango,Fruits,209.84,Local Market,National Average,All,2025-06-20
Mango,Fruits,172.34,Wholesale Market,National Average,All,2025-06-20
Mango,Fruits,194.68,Government Market,National Average,All,2025-06-20
Mango,Fruits,204.37,Local Market,National Average,All,2025-06-19
Mango,Fruits,165.2,Wholesale Market,National Average,All,2025-06-19
Mango,Fruits,185.7,Government Market,National Average,All,2025-06-19
Mango,Fruits,201.54,Local Market,National Average,All,2025-06-18
Mango,Fruits,166.76,Wholesale Market,National Average,All,2025-06-18
Mango,Fruits,184.86,Government Market,National Average,All,2025-06-18
Mango,Fruits,196.25,Local Market,National Average,All,2025-06-17
Mango,Fruits,158.77,Wholesale Market,National Average,All,2025-06-17
Mango,Fruits,176.14,Government Market,National Average,All,2025-06-17
Mango,Fruits,199.94,Local Market,National Average,All,2025-06-16
Mango,Fruits,161.54,Wholesale Market,National Average,All,2025-06-16
Mango,Fruits,181.93,Government Market,National Average,All,2025-06-16
Mango,Fruits,197.69,Local Market,National Average,All,2025-06-15
Mango,Fruits,163.25,Wholesale Market,National Average,All,2025-06-15
Mango,Fruits,180.39,Government Market,National Average,All,2025-06-15
